,trade_date,ts_code,rzye,rqye,rzmre,rqyl,rzche,rqchl,rqmcl,rzrqye
786,20200729,300454.SZ,312472784.0,11260551.0,28780778.0,51947.0,28077800.0,2000.0,0.0,323733335.0
787,20200729,300457.SZ,1296340662.0,15560739.0,23448353.0,455792.0,16544028.0,0.0,0.0,1311901401.0
788,20200729,300458.SZ,618030726.0,8107544.0,158323455.0,192213.0,147988500.0,24100.0,36000.0,626138270.0
789,20200729,300463.SZ,235748919.0,16545446.0,20250992.0,322964.0,16975611.0,1500.0,12000.0,252294365.0
790,20200729,300471.SZ,146913751.0,47850.0,12084908.0,5000.0,20643602.0,0.0,0.0,146961601.0
791,20200729,300474.SZ,554665179.0,28296727.0,43504713.0,368399.0,31731236.0,18700.0,30500.0,582961906.0
792,20200729,300476.SZ,357533853.0,2476476.0,24526333.0,109385.0,12789084.0,0.0,0.0,360010329.0
793,20200729,300482.SZ,367121577.0,35249216.0,32616840.0,361123.0,24579334.0,42400.0,23700.0,402370793.0
794,20200729,300493.SZ,259238326.0,59020.0,13793644.0,6500.0,12383523.0,0.0,0.0,259297346.0
795,20200729,300495.SZ,168283777.0,336000.0,7550347.0,40000.0,7318038.0,0.0,12200.0,168619777.0
796,20200729,300496.SZ,933092063.0,80268012.0,119631622.0,810788.0,104307777.0,36685.0,94500.0,1013360075.0
797,20200729,300498.SZ,2265766162.0,83616121.0,122515291.0,3465235.0,139557333.0,74040.0,18000.0,2349382283.0
798,20200729,300502.SZ,478005024.0,18721660.0,61495156.0,255133.0,66345664.0,9680.0,155213.0,496726684.0
799,20200729,300527.SZ,239042186.0,2432850.0,21206372.0,245000.0,24307445.0,10000.0,58000.0,241475036.0
800,20200729,300529.SZ,713945934.0,8411935.0,65629240.0,114215.0,43209502.0,12000.0,5000.0,722357869.0
801,20200729,300558.SZ,1272427409.0,36484987.0,181265455.0,263677.0,97185855.0,23300.0,23200.0,1308912396.0
802,20200729,300561.SZ,215285407.0,243620.0,33432781.0,13000.0,30042526.0,600.0,600.0,215529027.0
803,20200729,300567.SZ,734945048.0,7655636.0,36479282.0,115400.0,40073672.0,100.0,1800.0,742600684.0
804,20200729,300576.SZ,113773754.0,5231.0,34492835.0,100.0,17106736.0,0.0,0.0,113778985.0
805,20200729,300595.SZ,461630259.0,39112158.0,37796126.0,597041.0,45213563.0,37500.0,38500.0,500742417.0
806,20200729,300598.SZ,1072688871.0,1450189.0,87570716.0,7760.0,67438199.0,1800.0,1300.0,1074139060.0
807,20200729,300601.SZ,1763436154.0,39623096.0,333857967.0,176487.0,172281846.0,7900.0,4400.0,1803059250.0
808,20200729,300602.SZ,458916615.0,7004160.0,16963804.0,233006.0,30585414.0,6179.0,0.0,465920775.0
809,20200729,300618.SZ,367658118.0,49636336.0,136291212.0,657522.0,140553252.0,127600.0,211499.0,417294454.0
